id,name,category,stars,description,price,image,reviews,schedule,menu,address,phone
35,Trilogía,De Autor,4.5,Restaurante de autor con una propuesta gastronómica basada en la investigación y experimentación.,$$$$,URL_imagen_Trilogia,"[{""autor"": ""Experiencia Sensorial"", ""texto"": ""Cada plato es un viaje de sabores y texturas, una verdadera obra de arte.""}, {""autor"": ""Alta Cocina"", ""texto"": ""Ideal para paladares exigentes que disfrutan de la innovación en la cocina.""}]",Consultar en sitio web,"[{""plato"": ""Menú Degustación (Varía Estacionalmente)"", ""precio"": ""$200000""}, {""plato"": ""Entrada de la Casa"", ""precio"": ""$60000""}, {""plato"": ""Principal Exclusivo"", ""precio"": ""$80000""}, {""plato"": ""Postre Conceptual"", ""precio"": ""$40000""}, {""plato"": ""Maridaje de Vinos (Adicional)"", ""precio"": ""$100000""}]",Consultar dirección exacta,
36,El Patio del Museo,Internacional,4.1,"Ubicado en un entorno artístico, ofrece platos internacionales en un patio colonial.",$$$,URL_imagen_Patio_del_Museo,"[{""autor"": ""Cultura y Comida"", ""texto"": ""Combina una visita al museo con un almuerzo o cena agradable.""}, {""autor"": ""Ambiente Colonial"", ""texto"": ""Un lugar tranquilo con un toque histórico y buena comida.""}]",Consultar en sitio web,"[{""plato"": ""Lomo Salteado Clásico"", ""precio"": ""$50000""}, {""plato"": ""Pasta Carbonara"", ""precio"": ""$38000""}, {""plato"": ""Ensalada Caprese"", ""precio"": ""$30000""}, {""plato"": ""Pechuga de Pollo a la Plancha"", ""precio"": ""$35000""}, {""plato"": ""Crema de Tomate"", ""precio"": ""$20000""}]",Consultar dirección exacta (cerca a museos),
37,Mascabado Cocina Artesanal y Casa de Té,Saludable / Café,4.6,"Opciones de comida saludable, panadería artesanal y una amplia variedad de tés.",$$,URL_imagen_Mascabado,"[{""autor"": ""Saludable y Delicioso"", ""texto"": ""El lugar perfecto para comer rico y cuidar la salud.""}, {""autor"": ""Fan del Té"", ""texto"": ""Gran selección de tés y postres saludables.""}]",Consultar en sitio web,"[{""plato"": ""Bowl de Quinoa con Vegetales"", ""precio"": ""$32000""}, {""plato"": ""Sándwich en Pan Artesanal"", ""precio"": ""$28000""}, {""plato"": ""Tostadas con Aguacate y Huevo"", ""precio"": ""$25000""}, {""plato"": ""Té Frío de Frutos Rojos"", ""precio"": ""$12000""}, {""plato"": ""Postre sin Azúcar"", ""precio"": ""$18000""}]",Consultar dirección exacta,
38,Absenta Cali,Bar / Tapas,4.3,"Bar con ambiente alternativo, coctelería creativa y algunas opciones de comida.",$$,URL_imagen_Absenta,"[{""autor"": ""Noche Alternativa"", ""texto"": ""Ideal para tomar algo diferente en un ambiente único.""}, {""autor"": ""Buenos Tragos"", ""texto"": ""Cocteles de autor muy bien preparados.""}]",Consultar en sitio web,"[{""plato"": ""Tapas Variadas"", ""precio"": ""$35000""}, {""plato"": ""Mini Pizzas"", ""precio"": ""$20000""}, {""plato"": ""Coctel Absenta"", ""precio"": ""$30000""}, {""plato"": ""Cerveza Artesanal"", ""precio"": ""$15000""}, {""plato"": ""Papitas con Salsas"", ""precio"": ""$10000""}]","Consultar dirección exacta, Barrio Peñón",
39,Odiseo Bistró,Mediterránea,4.4,"Bistró con influencia mediterránea, platos elaborados con ingredientes frescos.",$$$,URL_imagen_Odiseo_Bistro,"[{""autor"": ""Cena Deliciosa"", ""texto"": ""Comida mediterránea auténtica en un ambiente acogedor.""}, {""autor"": ""Recomendado"", ""texto"": ""El servicio es atento y los platos principales muy buenos.""}]",Consultar en sitio web,"[{""plato"": ""Filete Mignon con Salsa de Pimienta"", ""precio"": ""$68000""}, {""plato"": ""Salmón a la Plancha con Espárragos"", ""precio"": ""$60000""}, {""plato"": ""Carpaccio de Res"", ""precio"": ""$48000""}, {""plato"": ""Risotto de Hongos Silvestres"", ""precio"": ""$55000""}, {""plato"": ""Crema Catalana"", ""precio"": ""$22000""}]",Avenida 9 Norte #10-107,
40,Waunana Restaurante,Pacífico Colombiano,4.5,Explora los sabores exóticos y auténticos de la costa Pacífica colombiana.,$$$,URL_imagen_Waunana,"[{""autor"": ""Experiencia Pacífica"", ""texto"": ""Una inmersión en la cultura y gastronomía del Pacífico, delicioso y diferente.""}, {""autor"": ""Sabor Único"", ""texto"": ""Recomendado probar los platos con mariscos y pescados frescos de la región.""}]",Consultar en sitio web,"[{""plato"": ""Arroz Caldoso de Jaiba"", ""precio"": ""$60000""}, {""plato"": ""Pescado Fresco Frito con Tostones"", ""precio"": ""$55000""}, {""plato"": ""Cazuela de Mariscos del Pacífico"", ""precio"": ""$63000""}, {""plato"": ""Abocollo de Camarones"", ""precio"": ""$20000""}, {""plato"": ""Jugo de Borojó"", ""precio"": ""$10000""}]",Consultar dirección exacta,
41,La Cocina Cali,Colombiana,4,Ofrece platos representativos de la cocina colombiana en un ambiente casual.,$$,URL_imagen_La_Cocina_Cali,"[{""autor"": ""Comida Casera"", ""texto"": ""Si extrañas la comida de casa colombiana, este es un buen lugar.""}, {""autor"": ""Almuerzo Diario"", ""texto"": ""Opciones de menú del día a buen precio y con buen sabor.""}]",Consultar en sitio web,"[{""plato"": ""Bandeja del Día (varía)"", ""precio"": ""$22000""}, {""plato"": ""Sancocho"", ""precio"": ""$28000""}, {""plato"": ""Posta Sudada"", ""precio"": ""$30000""}, {""plato"": ""Ajiaco"", ""precio"": ""$26000""}, {""plato"": ""Jugo Natural"", ""precio"": ""$6000""}]",Consultar dirección exacta,
42,Monchis by Coky,Internacional / Americana,4.1,Propuesta de comida internacional con énfasis en platos para compartir y ambiente juvenil.,$$,URL_imagen_Monchis_by_Coky,"[{""autor"": ""Grupo Joven"", ""texto"": ""Ideal para ir con amigos, pedir varias cosas para picar y pasar un buen rato.""}, {""autor"": ""Comida Casual"", ""texto"": ""Opciones variadas y sabrosas en un ambiente relajado.""}]",Consultar en sitio web,"[{""plato"": ""Mini Burgers"", ""precio"": ""$30000""}, {""plato"": ""Alitas BBQ"", ""precio"": ""$28000""}, {""plato"": ""Nachos con Queso"", ""precio"": ""$22000""}, {""plato"": ""Costillitas BBQ"", ""precio"": ""$45000""}, {""plato"": ""Papas con Cheddar y Tocineta"", ""precio"": ""$18000""}]",Consultar dirección exacta,
43,El Valencià,Española,4.2,Restaurante de comida española con platos típicos como paella y tapas.,$$$,URL_imagen_El_Valencia,"[{""autor"": ""Fan de la Paella"", ""texto"": ""La paella es muy buena, bien de sabor y cantidad.""}, {""autor"": ""Ambiente Español"", ""texto"": ""Se siente un pedacito de España en Cali.""}]",Consultar en sitio web,"[{""plato"": ""Paella Valenciana"", ""precio"": ""$70000""}, {""plato"": ""Arroz Negro"", ""precio"": ""$72000""}, {""plato"": ""Gambas al Ajillo"", ""precio"": ""$38000""}, {""plato"": ""Croquetas de Jamón"", ""precio"": ""$25000""}, {""plato"": ""Sangría (jarra)"", ""precio"": ""$50000""}]",Consultar dirección exacta,
44,Simón Parrilla,Carnes / Parrilla,4.4,Reconocido restaurante de parrilla con cortes de carne y ambiente familiar.,$$$,URL_imagen_Simon_Parrilla,"[{""autor"": ""Fan de la Parrilla"", ""texto"": ""Siempre una excelente opción para comer buena carne en Cali.""}, {""autor"": ""Familiar"", ""texto"": ""Buen servicio y un lugar adecuado para ir con toda la familia.""}]",Consultar en sitio web,"[{""plato"": ""Punta de Anca"", ""precio"": ""$65000""}, {""plato"": ""Baby Beef"", ""precio"": ""$62000""}, {""plato"": ""Lomo de Cerdo"", ""precio"": ""$50000""}, {""plato"": ""Costillas BBQ"", ""precio"": ""$55000""}, {""plato"": ""Papas Fritas"", ""precio"": ""$12000""}]",Consultar dirección exacta (Evitar sedes repetidas),
45,Llanera & Carbón Parrilla Gourmet,Mamona / Parrilla,4.5,Especialistas en carne a la llanera (mamona) y otros cortes a la parrilla.,$$,URL_imagen_Llanera_Carbon,"[{""autor"": ""Amante de la Mamona"", ""texto"": ""El auténtico sabor de la mamona llanera en Cali.""}, {""autor"": ""Parrilla"", ""texto"": ""Excelente carne y un ambiente muy de parrilla.""}]",Consultar en sitio web,"[{""plato"": ""Mamona (porción)"", ""precio"": ""$40000""}, {""plato"": ""Chorizo"", ""precio"": ""$10000""}, {""plato"": ""Morcilla"", ""precio"": ""$9000""}, {""plato"": ""Papas Casco"", ""precio"": ""$15000""}, {""plato"": ""Guacamole con Tostones"", ""precio"": ""$20000""}]",Consultar dirección exacta,
46,Clowns Deli,Sandwiches / Comida Rápida,4.2,"Variedad de sándwiches, ensaladas y opciones rápidas e informales.",$,,"[{""autor"": ""Almuerzo Rápido"", ""texto"": ""Buenos sándwiches para un almuerzo rápido y diferente.""}, {""autor"": ""Opciones Frescas"", ""texto"": ""Ingredientes frescos y combinaciones interesantes en los sándwiches.""}]",Consultar en sitio web,"[{""plato"": ""Sándwich de Pollo"", ""precio"": ""$20000""}, {""plato"": ""Sándwich Vegetariano"", ""precio"": ""$18000""}, {""plato"": ""Ensalada del Día"", ""precio"": ""$22000""}, {""plato"": ""Papas Poutine"", ""precio"": ""$15000""}, {""plato"": ""Sopa del Día"", ""precio"": ""$10000""}]",Consultar dirección exacta,
47,Sushi Green,Sushi / Asiática,4,Opciones de sushi y otros platos asiáticos con un enfoque saludable.,$$,URL_imagen_Sushi_Green,"[{""autor"": ""Fan del Sushi"", ""texto"": ""Buen sushi a buen precio, una opción rápida y saludable.""}, {""autor"": ""Variedad de Rolls"", ""texto"": ""Amplia variedad de rolls para elegir.""}]",Consultar en sitio web,"[{""plato"": ""Roll California"", ""precio"": ""$25000""}, {""plato"": ""Roll Filadelfia"", ""precio"": ""$28000""}, {""plato"": ""Bandeja Mixta de Sushi"", ""precio"": ""$45000""}, {""plato"": ""Wok de Pollo y Vegetales"", ""precio"": ""$30000""}, {""plato"": ""Sopa Miso"", ""precio"": ""$8000""}]",Consultar dirección exacta,
48,El Pargo Rojo,Pacífico Colombiano / Pescados,4.4,Especializado en pargo rojo y otros pescados frescos de la costa Pacífica.,$$,URL_imagen_El_Pargo_Rojo,"[{""autor"": ""Pescado Fresco"", ""texto"": ""El pargo rojo frito es espectacular, muy fresco y bien preparado.""}, {""autor"": ""Sabor Pacífica"", ""texto"": ""Si te gusta el pescado de mar, este es el lugar ideal.""}]",Consultar en sitio web,"[{""plato"": ""Pargo Rojo Frito (Precio según Tamaño)"", ""precio"": ""$50000+""}, {""plato"": ""Filete de Pescado Sudado"", ""precio"": ""$40000""}, {""plato"": ""Cazuela de Mariscos"", ""precio"": ""$48000""}, {""plato"": ""Arroz con Coco"", ""precio"": ""$10000""}, {""plato"": ""Patacones"", ""precio"": ""$9000""}]","Carrera 9 #2–09, Barrio San Antonio",
49,Morada Ancestral,Vallecaucana / Fusión,4.6,Cocina ancestral del Valle del Cauca con toques contemporáneos en un ambiente que evoca la tradición.,$$$,URL_imagen_Morada_Ancestral,"[{""autor"": ""Explorador de Raíces"", ""texto"": ""Una experiencia que honra la tradición valluna con creatividad y sabor.""}, {""autor"": ""Cocina con Historia"", ""texto"": ""Platos que cuentan una historia y un ambiente que te transporta.""}]",Consultar en sitio web,"[{""plato"": ""Cerdo Ahumado con Glaseado de Lulo"", ""precio"": ""$55000""}, {""plato"": ""Arroz Atollado del Pacífico"", ""precio"": ""$48000""}, {""plato"": ""Pulpo a las Brasas con Chimichurri Valluno"", ""precio"": ""$68000""}, {""plato"": ""Bollo de Maíz con Hogao"", ""precio"": ""$20000""}, {""plato"": ""Postre de Brevas con Queso"", ""precio"": ""$18000""}]",Consultar dirección exacta,
50,Papagayo Gastrobar,Gastrobar / Internacional,4.3,Gastrobar con una propuesta variada de platos y cocteles en un ambiente moderno.,$$,URL_imagen_Papagayo,"[{""autor"": ""Noche Casual"", ""texto"": ""Ideal para ir a tomar algo y picar, buen ambiente y música.""}, {""autor"": ""Variedad en el Menú"", ""texto"": ""Opciones interesantes para compartir y platos fuertes variados.""}]",Consultar en sitio web,"[{""plato"": ""Mini Tacos de Res"", ""precio"": ""$28000""}, {""plato"": ""Sliders (Mini Hamburguesas)"", ""precio"": ""$32000""}, {""plato"": ""Coctel de la Casa"", ""precio"": ""$25000""}, {""plato"": ""Flatbreads (Pan Plano)"", ""precio"": ""$20000""}, {""plato"": ""Papitas Bravas"", ""precio"": ""$18000""}]",Consultar dirección exacta,
51,El Quinto Pecado,De Autor,4.5,Cocina de autor con una propuesta creativa y experimental.,$$$$,URL_imagen_El_Quinto_Pecado,"[{""autor"": ""Aventurero Culinario"", ""texto"": ""Cada plato es una obra de arte, sabores y texturas sorprendentes.""}, {""autor"": ""Experiencia Única"", ""texto"": ""Un restaurante para quienes buscan algo diferente y memorable.""}]",Consultar en sitio web,"[{""plato"": ""Menú Degustación (Precio por Persona)"", ""precio"": ""$180000""}, {""plato"": ""Entrada Sorpresa del Chef"", ""precio"": ""$55000""}, {""plato"": ""Principal Innovador (varía)"", ""precio"": ""$75000""}, {""plato"": ""Postre Creativo"", ""precio"": ""$38000""}, {""plato"": ""Maridaje de Vinos (Adicional)"", ""precio"": ""$120000""}]",Consultar dirección exacta,
52,Andrés Pasta y Pez,Italiana / Pescados y Mariscos,4.3,Combina lo mejor de la cocina italiana con frescos pescados y mariscos.,$$$,URL_imagen_Andres_Pasta_y_Pez,"[{""autor"": ""Fan de la Comida de Mar"", ""texto"": ""Deliciosa combinación de pasta y frutos de mar frescos.""}, {""autor"": ""Buena Fusión"", ""texto"": ""Ideal si te gustan tanto la comida italiana como los productos del mar.""}]",Consultar en sitio web,"[{""plato"": ""Linguini Frutti di Mare"", ""precio"": ""$58000""}, {""plato"": ""Risotto ai Gamberi"", ""precio"": ""$55000""}, {""plato"": ""Filete de Dorado en Salsa Blanca"", ""precio"": ""$63000""}, {""plato"": ""Carpaccio de Salmón"", ""precio"": ""$50000""}, {""plato"": ""Tiradito Mixto"", ""precio"": ""$48000""}]",Consultar dirección exacta,
53,Origami,Asiática / Fusión,4.4,"Cocina asiática con toques de fusión, ofreciendo sushi, woks y otros platos.",$$,URL_imagen_Origami,"[{""autor"": ""Amante de Asia"", ""texto"": ""Sabores asiáticos auténticos con un toque moderno.""}, {""autor"": ""Variedad"", ""texto"": ""Buen sushi y opciones interesantes de woks y arroces.""}]",Consultar en sitio web,"[{""plato"": ""Bandeja de Sushi Variada"", ""precio"": ""$52000""}, {""plato"": ""Wok de Pollo Teriyaki"", ""precio"": ""$40000""}, {""plato"": ""Arroz Frito Especial"", ""precio"": ""$38000""}, {""plato"": ""Rollos Primavera"", ""precio"": ""$17000""}, {""plato"": ""Sopa Miso"", ""precio"": ""$9000""}]",Consultar dirección exacta,
54,La Boqueria Menga,Internacional,4,Variedad de opciones gastronómicas en un formato similar a un mercado gourmet.,$$,URL_imagen_La_Boqueria_Menga,"[{""autor"": ""Grupo de Amigos"", ""texto"": ""Perfecto para ir en grupo, cada uno puede elegir lo que más le gusta.""}, {""autor"": ""Ambiente Informal"", ""texto"": ""Ideal para una comida casual con diferentes opciones de comida.""}]",Consultar en sitio web,"[{""plato"": ""Hamburguesa Artesanal"", ""precio"": ""$32000""}, {""plato"": ""Pizza Personal"", ""precio"": ""$30000""}, {""plato"": ""Tacos"", ""precio"": ""$28000""}, {""plato"": ""Comida de Mar (varía)"", ""precio"": ""$42000""}, {""plato"": ""Postre del Día"", ""precio"": ""$16000""}]","Consultar dirección exacta, Menga",
55,Sirena Gourmet,Pescados y Mariscos / Mediterránea,4.4,"Cocina de mar con influencias mediterráneas, ofreciendo platos frescos y creativos.",$$$,URL_imagen_Sirena_Gourmet,"[{""autor"": ""Comida Deliciosa"", ""texto"": ""Combinación perfecta de sabores del mar y toques mediterráneos.""}, {""autor"": ""Presentación Impecable"", ""texto"": ""Los platos son hermosos y deliciosos.""}]",Consultar en sitio web,"[{""plato"": ""Pulpo a la Provenzal"", ""precio"": ""$68000""}, {""plato"": ""Risotto Negro con Calamar"", ""precio"": ""$63000""}, {""plato"": ""Filete de Robalo a la Marinera"", ""precio"": ""$60000""}, {""plato"": ""Carpaccio de Atún"", ""precio"": ""$55000""}, {""plato"": ""Tostadas de Camarones"", ""precio"": ""$40000""}]",Consultar dirección exacta,
56,Rodizio Rio D'Enero Ciudad Jardin,Brasilera / Carnes,4.5,Espacio para disfrutar de espadas brasileñas y cortes de carne al estilo rodizio.,$$$,URL_imagen_Rodizio_Rio_Denero,"[{""autor"": ""Carnívoro Feliz"", ""texto"": ""Un paraíso para los amantes de la carne, excelente variedad y calidad.""}, {""autor"": ""Experiencia Churrascaría"", ""texto"": ""La atención es muy buena y la carne no deja de llegar.""}]",Consultar en sitio web,"[{""plato"": ""Rodizio Tradicional (Precio por Persona)"", ""precio"": ""$75000""}, {""plato"": ""Picaña"", ""precio"": ""Incluido en Rodizio""}, {""plato"": ""Punta de Anca"", ""precio"": ""Incluido en Rodizio""}, {""plato"": ""Corazón de Pollo"", ""precio"": ""Incluido en Rodizio""}, {""plato"": ""Barra de Ensaladas y Guarniciones"", ""precio"": ""Incluido en Rodizio""}]","Consultar dirección exacta, Ciudad Jardín",
57,Fogon del Mar,Pacífico Colombiano,4.3,Sabores auténticos del Pacífico colombiano preparados a la leña.,$$,URL_imagen_Fogon_del_Mar,"[{""autor"": ""Sabor Ancestral"", ""texto"": ""La verdadera cocina del Pacífico con el toque ahumado del fogón.""}, {""autor"": ""Recomendado"", ""texto"": ""El pescado ahumado es espectacular y los acompañamientos perfectos.""}]",Consultar en sitio web,"[{""plato"": ""Pescado Ahumado con Arroz de Tumbacatre"", ""precio"": ""$52000""}, {""plato"": ""Cazuela Vallenata"", ""precio"": ""$48000""}, {""plato"": ""Encocado de Camarones"", ""precio"": ""$50000""}, {""plato"": ""Arroz Clavado"", ""precio"": ""$42000""}, {""plato"": ""Abocollo"", ""precio"": ""$19000""}]",Consultar dirección exacta,
58,Mar Peruano,Peruana,4.4,"Auténtica cocina peruana con ceviches, tiraditos y platos criollos.",$$,URL_imagen_Mar_Peruano,"[{""autor"": ""Fan de Perú"", ""texto"": ""Los mejores ceviches de Cali, sabor fresco y auténtico.""}, {""autor"": ""Excelente Opción"", ""texto"": ""Variedad de platos peruanos bien logrados y a buen precio.""}]",Consultar en sitio web,"[{""plato"": ""Ceviche Clásico"", ""precio"": ""$40000""}, {""plato"": ""Lomo Saltado"", ""precio"": ""$45000""}, {""plato"": ""Arroz Chaufa de Pollo"", ""precio"": ""$38000""}, {""plato"": ""Tiradito Nikkei"", ""precio"": ""$42000""}, {""plato"": ""Causa Rellena"", ""precio"": ""$30000""}]",Consultar dirección exacta,
59,Sisa Atahualpa,Peruana / Fusión,4.5,Cocina peruana con toques de fusión y presentaciones creativas.,$$$,URL_imagen_Sisa_Atahualpa,"[{""autor"": ""Experiencia Peruana"", ""texto"": ""Una propuesta diferente de comida peruana, sabores sorprendentes.""}, {""autor"": ""Platos con Estilo"", ""texto"": ""La presentación de los platos es impecable y el sabor delicioso.""}]",Consultar en sitio web,"[{""plato"": ""Ceviche Fusión"", ""precio"": ""$45000""}, {""plato"": ""Lomo Saltado con Quinoa"", ""precio"": ""$48000""}, {""plato"": ""Pulpo Anticuchero"", ""precio"": ""$60000""}, {""plato"": ""Arroz con Pato"", ""precio"": ""$55000""}, {""plato"": ""Suspiro a la Limeña"", ""precio"": ""$22000""}]",Consultar dirección exacta,
60,El Muelle Marino Alameda,Pescados y Mariscos,4,Comida de mar fresca en el ambiente popular de la Galería Alameda.,$$,URL_imagen_El_Muelle_Marino,"[{""autor"": ""Local"", ""texto"": ""Buen lugar para comer pescado fresco a buen precio en la Galería.""}, {""autor"": ""Sabor Popular"", ""texto"": ""Ambiente auténtico y comida de mar con sabor casero.""}]",Consultar en sitio web,"[{""plato"": ""Pescado Frito"", ""precio"": ""$35000""}, {""plato"": ""Cazuela de Mariscos"", ""precio"": ""$40000""}, {""plato"": ""Arroz con Camarones"", ""precio"": ""$38000""}, {""plato"": ""Sopa de Pescado"", ""precio"": ""$15000""}, {""plato"": ""Patacones"", ""precio"": ""$8000""}]","Galería Alameda (Consultar Local), Comuna 9",
61,Chilli Chang Asian Bistro And Sushi Bar Santa Monica,Asiática / Sushi,4.2,"Bistro con opciones de comida asiática, sushi y bar.",$$,URL_imagen_Chilli_Chang,"[{""autor"": ""Fan de Asia"", ""texto"": ""Variedad de platos asiáticos y buen sushi en un ambiente moderno.""}, {""autor"": ""Salida Casual"", ""texto"": ""Ideal para ir con amigos a comer algo rico y diferente.""}]",Consultar en sitio web,"[{""plato"": ""Pad Thai de Pollo"", ""precio"": ""$38000""}, {""plato"": ""Sushi Roll Especial"", ""precio"": ""$30000""}, {""plato"": ""Arroz Frito con Camarones"", ""precio"": ""$36000""}, {""plato"": ""Spring Rolls"", ""precio"": ""$15000""}, {""plato"": ""Coctel Tiki"", ""precio"": ""$28000""}]","Consultar dirección exacta, Santa Monica",
62,El Refugio,Colombiana / Campestre,4.1,Comida típica colombiana en un ambiente campestre a las afueras de la ciudad.,$$,URL_imagen_El_Refugio,"[{""autor"": ""Escape de Fin de Semana"", ""texto"": ""Ideal para un paseo de olla y disfrutar de la naturaleza con buena comida.""}, {""autor"": ""Sabor Casero"", ""texto"": ""Comida colombiana con el toque de campo.""}]",Consultar en sitio web,"[{""plato"": ""Sancocho de Gallina Campesino"", ""precio"": ""$35000""}, {""plato"": ""Bandeja Campesina"", ""precio"": ""$30000""}, {""plato"": ""Trucha Frita"", ""precio"": ""$38000""}, {""plato"": ""Patacón con Hogao"", ""precio"": ""$9000""}, {""plato"": ""Lulada"", ""precio"": ""$7000""}]",Consultar dirección exacta (zona rural/campestre),
63,El Gringo Cali restaurant,Americana,4,"Comida americana con hamburguesas, costillas y otros platos clásicos.",$$,URL_imagen_El_Gringo,"[{""autor"": ""Fan de la Comida Americana"", ""texto"": ""Buenas hamburguesas y costillas al estilo americano.""}, {""autor"": ""Casual"", ""texto"": ""Un lugar informal para comer algo rápido y sabroso.""}]",Consultar en sitio web,"[{""plato"": ""Hamburguesa Doble Carne"", ""precio"": ""$35000""}, {""plato"": ""Costillas BBQ"", ""precio"": ""$48000""}, {""plato"": ""Aros de Cebolla"", ""precio"": ""$15000""}, {""plato"": ""Malteada de Vainilla"", ""precio"": ""$18000""}, {""plato"": ""Papas Fritas con Queso y Tocineta"", ""precio"": ""$20000""}]",Consultar dirección exacta,
64,Lunas de Beraca Parque del Perro,Fusión,4.2,Propuesta de comida fusión en el popular Parque del Perro.,$$,URL_imagen_Lunas_de_Beraca,"[{""autor"": ""Variedad"", ""texto"": ""Opciones interesantes de fusión para compartir y probar diferentes sabores.""}, {""autor"": ""Ambiente Nocturno"", ""texto"": ""Ideal para ir en la noche a comer algo y tomar algo.""}]",Consultar en sitio web,"[{""plato"": ""Mini Burgers de Sabores"", ""precio"": ""$30000""}, {""plato"": ""Tacos de Pescado"", ""precio"": ""$28000""}, {""plato"": ""Patacones con Toppings"", ""precio"": ""$25000""}, {""plato"": ""Coctel de la Casa"", ""precio"": ""$26000""}, {""plato"": ""Alitas Picantes"", ""precio"": ""$22000""}]","Parque del Perro, Consultar dirección exacta",
65,Say Aloha,Internacional,4.1,Concepto con influencias hawaianas y opciones de bowls y platos frescos.,$$,URL_imagen_Say_Aloha,"[{""autor"": ""Comida Fresca"", ""texto"": ""Ideal para una comida ligera y refrescante, los bowls son muy buenos.""}, {""autor"": ""Ambiente Tropical"", ""texto"": ""Decoración agradable que te hace sentir de vacaciones.""}]",Consultar en sitio web,"[{""plato"": ""Poke Bowl Salmón"", ""precio"": ""$38000""}, {""plato"": ""Bowl de Pollo Teriyaki"", ""precio"": ""$35000""}, {""plato"": ""Ensalada Tropical"", ""precio"": ""$28000""}, {""plato"": ""Smoothie de Frutas"", ""precio"": ""$15000""}, {""plato"": ""Spring Rolls Veganos"", ""precio"": ""$12000""}]",Consultar dirección exacta,
66,Anttonina´s Unicentro Cali,Cocina Natural / Variada,4.5,"Ofrece opciones de comida natural y saludable, con platos variados y pastelería.",$$,URL_imagen_Anttoninas,"[{""autor"": ""Saludable y Rico"", ""texto"": ""Me encanta encontrar opciones saludables y sabrosas en un solo lugar.""}, {""autor"": ""Postres Sin Culpa"", ""texto"": ""Deliciosos postres sin azúcar y con ingredientes naturales.""}]",Consultar en sitio web,"[{""plato"": ""Bowl de Avena y Frutas"", ""precio"": ""$20000""}, {""plato"": ""Wrap de Pollo y Vegetales"", ""precio"": ""$28000""}, {""plato"": ""Ensalada Power"", ""precio"": ""$30000""}, {""plato"": ""Torta de Zanahoria sin Azúcar"", ""precio"": ""$18000""}, {""plato"": ""Jugo Detox Verde"", ""precio"": ""$10000""}]","Unicentro Cali, Consultar local exacto",
67,Jeno's Pizza,Pizza / Italiana,4,Cadena de pizzerías con opciones clásicas y algunas pastas.,$,,"[{""autor"": ""Rápido y Fácil"", ""texto"": ""Buena opción para pedir pizza a domicilio o comer algo rápido.""}, {""autor"": ""Precio Justo"", ""texto"": ""Pizza a buen precio y con promociones.""}]",Todos los días: 11:00-22:00,"[{""plato"": ""Pizza Peperoni Mediana"", ""precio"": ""$30000""}, {""plato"": ""Pizza Hawaiana Grande"", ""precio"": ""$40000""}, {""plato"": ""Lasaña de Carne"", ""precio"": ""$25000""}, {""plato"": ""Palitos de Queso"", ""precio"": ""$15000""}, {""plato"": ""Gaseosa 1.5 Litros"", ""precio"": ""$8000""}]",Consultar sede específica (Evitar sedes repetidas),
68,Mister Wings Unicentro Cali,Alitas / Americana,4.1,Especialistas en alitas de pollo con diversas salsas y acompañamientos.,$,,"[{""autor"": ""Fan de las Alitas"", ""texto"": ""Amplia variedad de salsas para las alitas, muy ricas.""}, {""autor"": ""Informal"", ""texto"": ""Buen lugar para ir a comer alitas con amigos en un ambiente relajado.""}]",Consultar en sitio web,"[{""plato"": ""Alitas BBQ (x10)"", ""precio"": ""$35000""}, {""plato"": ""Alitas Buffalo (x10)"", ""precio"": ""$35000""}, {""plato"": ""Aros de Cebolla"", ""precio"": ""$15000""}, {""plato"": ""Papas Fritas"", ""precio"": ""$10000""}, {""plato"": ""Aderezo Extra"", ""precio"": ""$3000""}]","Unicentro Cali, Consultar local exacto",
69,Popsy Cosmocentro Cali,Helados / Postres,4.5,Reconocida heladería con gran variedad de sabores y postres helados.,$,,"[{""autor"": ""Amante del Helado"", ""texto"": ""Deliciosos helados con muchas opciones de sabores y toppings.""}, {""autor"": ""Postre Perfecto"", ""texto"": ""Ideal para un postre después de comer o simplemente un antojo.""}]",Todos los días: 10:00-21:00,"[{""plato"": ""Copa de Helado Sencilla"", ""precio"": ""$8000""}, {""plato"": ""Malteada"", ""precio"": ""$16000""}, {""plato"": ""Banana Split"", ""precio"": ""$20000""}, {""plato"": ""Brownie con Helado"", ""precio"": ""$18000""}, {""plato"": ""Cono con Helado"", ""precio"": ""$5000""}]","Cosmocentro Cali, Consultar local exacto",
70,Ventolini Santa Mónica,Italiana / Postres,4.4,Pastelería y restaurante con opciones italianas y postres clásicos.,$$,URL_imagen_Ventolini,"[{""autor"": ""Hora del Café"", ""texto"": ""Excelente pastelería para acompañar un café.""}, {""autor"": ""Almuerzo Italiano"", ""texto"": ""Buenas opciones de pasta y lasaña.""}]",Consultar en sitio web,"[{""plato"": ""Lasaña Boloñesa"", ""precio"": ""$38000""}, {""plato"": ""Canelones de Pollo"", ""precio"": ""$36000""}, {""plato"": ""Tiramisú"", ""precio"": ""$19000""}, {""plato"": ""Torta Selva Negra"", ""precio"": ""$17000""}, {""plato"": ""Café Americano"", ""precio"": ""$7000""}]","Consultar dirección exacta, Santa Mónica",
